date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:28:49	1006/1006	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:58:48%20GMT	https://www.mantri-malls.com/robots.txt		(from )
15:28:49	4938/4938	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:58:49%20GMT	https://www.mantri-malls.com/	/home/omsai/websites/malls/www.mantri-malls.com/index.html	(from )
15:28:50	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:58:50%20GMT	https://www.mantri-malls.com/assets/icons/mantrimalls/mantrimalls_logo.ico	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/mantrimalls/mantrimalls_logo.html	(from https://www.mantri-malls.com/)
15:28:51	144877/144877	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:04:04%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css	/home/omsai/websites/malls/maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css	(from https://www.mantri-malls.com/)
15:28:52	89476/89476	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20May%202020%2007:05:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	/home/omsai/websites/malls/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	(from https://www.mantri-malls.com/)
15:28:53	19188/19188	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fa9-4af4%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js	/home/omsai/websites/malls/cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js	(from https://www.mantri-malls.com/)
15:28:54	48944/48944	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:04%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js	/home/omsai/websites/malls/maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js	(from https://www.mantri-malls.com/)
15:28:55	156228/156228	---MCZ	200	added ('OK')	text/css	etag:W/%22aa1272633e7e552395d147a499bad186%22	https://pro.fontawesome.com/releases/v5.10.0/css/all.css	/home/omsai/websites/malls/pro.fontawesome.com/releases/v5.10.0/css/all.css	(from https://www.mantri-malls.com/)
15:28:56	63781/63781	---MCZ	200	added ('OK')	text/css	etag:%22f925-BeqWOuFeYgoFGuw/jd5Lb4VJnJY%22	https://unpkg.com/boxicons@2.0.9/css/boxicons.min.css	/home/omsai/websites/malls/unpkg.com/boxicons@2.0.9/css/boxicons.min.css	(from https://www.mantri-malls.com/)
15:28:56	6473/6473	---MCZ	200	added ('OK')	text/css	etag:W/%2220f5-613639c5-cc7ced8e4cfadab3;gz%22	https://www.mantri-malls.com/assets/css/mantrimalls.css?v=1.1.5	/home/omsai/websites/malls/www.mantri-malls.com/assets/css/mantrimallsd38a.css	(from https://www.mantri-malls.com/)
15:28:58	1597/1597	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Oct%202021%2009:58:58%20GMT	https://fonts.googleapis.com/	/home/omsai/websites/malls/fonts.googleapis.com/index.html	(from https://www.mantri-malls.com/)
15:28:58	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Oct%202021%2009:58:58%20GMT	https://fonts.gstatic.com/	/home/omsai/websites/malls/fonts.gstatic.com/index.html	(from https://www.mantri-malls.com/)
15:28:58	1087/1087	---MC-	200	added ('OK')	text/css	date:Wed,%2020%20Oct%202021%2009:58:58%20GMT	https://fonts.googleapis.com/css?family=Roboto:100,300,400,500,700,900	/home/omsai/websites/malls/fonts.googleapis.com/cssc8ca.css	(from https://www.mantri-malls.com/)
15:29:00	217/217	---MC-	200	added ('OK')	text/css	date:Wed,%2020%20Oct%202021%2009:58:59%20GMT	https://fonts.googleapis.com/css2?family=Spartan&display=swap	/home/omsai/websites/malls/fonts.googleapis.com/css24d6f.css	(from https://www.mantri-malls.com/)
15:29:01	475/475	---MC-	200	added ('OK')	text/css	date:Wed,%2020%20Oct%202021%2009:59:00%20GMT	https://fonts.googleapis.com/icon?family=Material+Icons	/home/omsai/websites/malls/fonts.googleapis.com/icone91f.css	(from https://www.mantri-malls.com/)
15:29:02	521/521	---MC-	200	added ('OK')	text/css	date:Wed,%2020%20Oct%202021%2009:59:01%20GMT	https://fonts.googleapis.com/icon?family=Material+Icons+Outlined	/home/omsai/websites/malls/fonts.googleapis.com/iconf511.css	(from https://www.mantri-malls.com/)
15:29:03	2083/2083	---M--	200	added ('OK')	image/png	etag:%22823-61363880-a0102458e77c648;;;%22	https://www.mantri-malls.com/assets/icons/mantrimalls/password_key.png	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/mantrimalls/password_key.png	(from https://www.mantri-malls.com/)
15:29:04	18917/18917	---M--	200	added ('OK')	image/png	etag:%2249e5-61363880-3579822371eaa521;;;%22	https://www.mantri-malls.com/assets/icons/mantrimalls/home.png	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/mantrimalls/home.png	(from https://www.mantri-malls.com/)
15:29:04	445/445	---M--	200	added ('OK')	image/png	etag:%221bd-61363880-92ca7b6b190be886;;;%22	https://www.mantri-malls.com/assets/icons/mantrimalls/search.png	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/mantrimalls/search.png	(from https://www.mantri-malls.com/)
15:29:05	5191/5191	---M--	200	added ('OK')	image/png	etag:%221447-61363880-47f40154c5d2515d;;;%22	https://www.mantri-malls.com/assets/icons/mantrimalls/personcenter_cur.png	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/mantrimalls/personcenter_cur.png	(from https://www.mantri-malls.com/)
15:29:07	1383/1383	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22966-61363881-a879e18d827769a6;gz%22	https://www.mantri-malls.com/assets/js/game.js?v=1.1.2	/home/omsai/websites/malls/www.mantri-malls.com/assets/js/game69ea.js	(from https://www.mantri-malls.com/)
15:29:08	175/175	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22d1-61363881-41147b9303b9c42f;;;%22	https://www.mantri-malls.com/assets/js/mantrimalls.js?v=1.1.2	/home/omsai/websites/malls/www.mantri-malls.com/assets/js/mantrimalls69ea.js	(from https://www.mantri-malls.com/)
15:29:09	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2020%20Oct%202021%2009:59:08%20GMT	https://fonts.googleapis.com/robots.txt		(from https://www.mantri-malls.com/)
15:29:10	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Oct%202021%2009:59:09%20GMT	https://fonts.gstatic.com/robots.txt		(from https://www.mantri-malls.com/)
15:29:10	2083/2083	URF---	200	added ('OK%20(cached)')	image/png		https://www.mantri-malls.com/assets/icons/mantrimalls/password_key.png	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/mantrimalls/password_key.png	(from https://www.mantri-malls.com/)
15:29:11	217/217	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2020%20Oct%202021%2009:59:10%20GMT	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js	/home/omsai/websites/malls/cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js	(from https://www.mantri-malls.com/)
15:29:11	48944/48944	UR-MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:04%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js	/home/omsai/websites/malls/maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js	(from https://www.mantri-malls.com/)
15:29:11	89476/89476	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	/home/omsai/websites/malls/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	(from https://www.mantri-malls.com/)
15:29:12	18917/18917	URF---	200	added ('OK%20(cached)')	image/png		https://www.mantri-malls.com/assets/icons/mantrimalls/home.png	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/mantrimalls/home.png	(from https://www.mantri-malls.com/)
15:29:12	445/445	URF---	200	added ('OK%20(cached)')	image/png		https://www.mantri-malls.com/assets/icons/mantrimalls/search.png	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/mantrimalls/search.png	(from https://www.mantri-malls.com/)
15:29:12	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:12%20GMT	https://www.mantri-malls.com/assets/icons/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/mantrimalls/mantrimalls_logo.ico)
15:29:14	691747/691747	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225045b04e3dcc80e796bc3ea83c07c662%22	https://pro.fontawesome.com/releases/v5.10.0/webfonts/fa-brands-400.svg	/home/omsai/websites/malls/pro.fontawesome.com/releases/v5.10.0/webfonts/fa-brands-400.svg	(from https://pro.fontawesome.com/releases/v5.10.0/css/all.css)
15:29:15	2216050/2216050	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d8c7496921069735e594d586abe94ef0%22	https://pro.fontawesome.com/releases/v5.10.0/webfonts/fa-duotone-900.svg	/home/omsai/websites/malls/pro.fontawesome.com/releases/v5.10.0/webfonts/fa-duotone-900.svg	(from https://pro.fontawesome.com/releases/v5.10.0/css/all.css)
15:29:17	1514718/1514718	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22295e5350d8bd8ef2523bfefe2597a957%22	https://pro.fontawesome.com/releases/v5.10.0/webfonts/fa-solid-900.svg	/home/omsai/websites/malls/pro.fontawesome.com/releases/v5.10.0/webfonts/fa-solid-900.svg	(from https://pro.fontawesome.com/releases/v5.10.0/css/all.css)
15:29:17	1856861/1856861	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b46f6104daa949328b9e20f75dbccf54%22	https://pro.fontawesome.com/releases/v5.10.0/webfonts/fa-regular-400.svg	/home/omsai/websites/malls/pro.fontawesome.com/releases/v5.10.0/webfonts/fa-regular-400.svg	(from https://pro.fontawesome.com/releases/v5.10.0/css/all.css)
15:29:17	2066646/2066646	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22672223d3b323637f334c3f135097c69f%22	https://pro.fontawesome.com/releases/v5.10.0/webfonts/fa-light-300.svg	/home/omsai/websites/malls/pro.fontawesome.com/releases/v5.10.0/webfonts/fa-light-300.svg	(from https://pro.fontawesome.com/releases/v5.10.0/css/all.css)
15:29:18	1125137/1125137	---MCZ	200	added ('OK')	image/svg+xml	etag:%22112b11-+XPAkHhRcNcc3ZspgktttbPXu+A%22	https://unpkg.com/boxicons@2.0.9/fonts/boxicons.svg?	/home/omsai/websites/malls/unpkg.com/boxicons@2.0.9/fonts/boxiconsd41d.svg	(from https://unpkg.com/boxicons@2.0.9/css/boxicons.min.css)
15:29:20	3879/3879	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:18%20GMT	https://www.mantri-malls.com/views/	/home/omsai/websites/malls/www.mantri-malls.com/views/index.html	(from https://www.mantri-malls.com/assets/js/game.js?v=1.1.2)
15:29:20	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:19%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/css/access_denied.css)
15:29:21	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:21%20GMT	https://www.mantri-malls.com/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/css/access_denied.html	(from https://www.mantri-malls.com/views/)
15:29:22	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:21%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/css/access_denied.css)
15:29:23	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:22%20GMT	https://www.mantri-malls.com/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/css/access_denied.css)
15:29:24	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:23%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/assets/css/access_denied.css)
15:29:25	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:24%20GMT	https://www.mantri-malls.com/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/assets/css/access_denied.css)
15:29:26	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:25%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/css/access_denied.css)
15:29:27	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:26%20GMT	https://www.mantri-malls.com/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/assets/assets/css/access_denied.css)
15:29:28	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:27%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:29	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:28%20GMT	https://www.mantri-malls.com/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/assets/assets/assets/css/access_denied.css)
15:29:30	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:29%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:31	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:30%20GMT	https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:32	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:31%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:33	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:32%20GMT	https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:34	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:33%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:35	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:34%20GMT	https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:36	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:35%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:37	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:36%20GMT	https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:38	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:37%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:39	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:38%20GMT	https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:40	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:39%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:41	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:40%20GMT	https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:42	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:41%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:43	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:42%20GMT	https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:44	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:43%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:45	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:44%20GMT	https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:46	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:45%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:47	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:46%20GMT	https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:48	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:47%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:49	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:48%20GMT	https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:50	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:49%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:51	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:50%20GMT	https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:52	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:51%20GMT	https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/icons/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
15:29:53	3866/3866	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Oct%202021%2009:59:52%20GMT	https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css	/home/omsai/websites/malls/www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.html	(from https://www.mantri-malls.com/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/assets/css/access_denied.css)
